Timestamp | Soil_Moisture(%) | Humidity(%) | Temperature(°C) | Light(%)
233618 | 4.86 | 46.12 | 20.20 | 958.00
233628 | 6.84 | 53.08 | 21.50 | 950.00
233638 | 9.09 | 50.49 | 20.66 | 870.00
233648 | 8.56 | 46.00 | 21.25 | 975.00
233658 | 8.50 | 46.93 | 22.19 | 947.00
233708 | 7.88 | 45.69 | 21.49 | 978.00
233718 | 5.30 | 51.64 | 23.69 | 873.00
233728 | 5.11 | 50.69 | 22.68 | 830.00
233738 | 5.26 | 45.13 | 21.15 | 949.00
233748 | 4.11 | 48.31 | 20.90 | 731.00
233758 | 3.12 | 45.33 | 22.88 | 945.00
233808 | 0.00 | 50.75 | 20.68 | 817.00
233818 | 1.56 | 45.19 | 20.86 | 971.00
233828 | 0.00 | 51.86 | 22.19 | 778.00
233838 | 0.84 | 53.93 | 21.87 | 861.00
233848 | 2.23 | 50.29 | 21.81 | 818.00
233858 | 0.00 | 52.15 | 20.28 | 800.00
233908 | 0.10 | 46.77 | 21.50 | 759.00
233918 | 0.00 | 53.14 | 21.13 | 898.00
233928 | 0.37 | 47.26 | 20.94 | 892.00
233938 | 0.00 | 47.95 | 23.62 | 978.00
233948 | 0.80 | 51.85 | 21.14 | 943.00
233958 | 0.00 | 46.86 | 21.74 | 752.00
234008 | 0.00 | 48.64 | 22.08 | 900.00
234018 | 0.00 | 52.13 | 21.67 | 863.00
234028 | 0.00 | 48.99 | 21.67 | 714.00
234038 | 0.00 | 50.89 | 20.86 | 746.00
234048 | 0.00 | 46.00 | 22.95 | 999.00
234058 | 0.48 | 54.74 | 21.48 | 968.00
234108 | 0.68 | 54.16 | 20.39 | 853.00
234118 | 1.69 | 48.17 | 21.66 | 707.00
234128 | 2.19 | 46.64 | 23.85 | 709.00
234138 | 2.28 | 45.97 | 20.02 | 834.00
234148 | 2.96 | 47.37 | 23.08 | 747.00
234158 | 0.58 | 45.17 | 21.61 | 708.00
234208 | 0.00 | 50.17 | 23.10 | 866.00
234218 | 0.00 | 47.24 | 21.14 | 914.00
234228 | 0.07 | 54.20 | 23.02 | 739.00
234238 | 0.00 | 45.55 | 22.31 | 872.00
234248 | 0.00 | 46.95 | 22.00 | 807.00
234258 | 1.17 | 53.45 | 20.26 | 738.00
234308 | 0.00 | 46.83 | 21.93 | 937.00
234318 | 0.88 | 52.49 | 23.66 | 871.00
234328 | 0.00 | 52.54 | 20.26 | 981.00
234338 | 0.00 | 54.25 | 23.28 | 723.00
234348 | 0.00 | 45.47 | 22.37 | 757.00
234358 | 0.00 | 45.62 | 22.75 | 863.00
234408 | 0.44 | 51.93 | 23.81 | 744.00
234418 | 0.00 | 45.44 | 21.19 | 953.00
234428 | 0.00 | 49.77 | 22.60 | 975.00
234438 | 2.43 | 51.75 | 23.62 | 973.00
234448 | 1.87 | 48.50 | 21.05 | 853.00
234458 | 3.48 | 47.85 | 22.52 | 858.00
234508 | 4.58 | 45.64 | 23.62 | 938.00
234518 | 2.27 | 51.32 | 23.97 | 853.00
234528 | 0.00 | 54.95 | 21.12 | 829.00
234538 | 2.46 | 52.28 | 22.84 | 767.00
234548 | 2.20 | 54.85 | 23.93 | 797.00
234558 | 0.00 | 54.11 | 20.69 | 741.00
234608 | 0.00 | 48.01 | 21.64 | 1000.00
234618 | 0.00 | 53.72 | 21.35 | 777.00
234628 | 0.00 | 53.64 | 20.63 | 960.00
234638 | 1.50 | 48.38 | 22.63 | 859.00
234648 | 0.00 | 54.20 | 23.72 | 730.00
234658 | 0.00 | 47.30 | 22.20 | 812.00
234708 | 0.89 | 51.84 | 21.43 | 822.00
234718 | 0.00 | 47.22 | 20.67 | 740.00
234728 | 0.00 | 51.47 | 21.72 | 884.00
234738 | 0.00 | 50.98 | 22.99 | 847.00
234748 | 1.92 | 45.80 | 23.58 | 857.00
234758 | 3.27 | 54.97 | 22.27 | 883.00
234808 | 2.03 | 50.17 | 22.04 | 991.00
234818 | 4.40 | 47.62 | 22.85 | 931.00
234828 | 4.05 | 46.84 | 21.69 | 874.00
234838 | 2.90 | 54.13 | 21.44 | 701.00
234848 | 0.42 | 47.44 | 23.16 | 744.00
234858 | 0.00 | 49.78 | 21.54 | 837.00
234908 | 0.00 | 51.99 | 22.44 | 845.00
234918 | 0.00 | 50.34 | 22.34 | 762.00
234928 | 0.00 | 51.05 | 20.12 | 715.00
234938 | 0.00 | 46.08 | 21.29 | 756.00
234948 | 0.27 | 45.16 | 22.21 | 789.00
234958 | 1.96 | 48.88 | 20.94 | 828.00
235008 | 3.52 | 52.22 | 22.83 | 901.00
235018 | 5.67 | 46.98 | 20.32 | 799.00
235028 | 6.12 | 45.15 | 23.82 | 955.00
235038 | 7.26 | 51.17 | 22.52 | 714.00
235048 | 6.91 | 52.22 | 20.90 | 967.00
235058 | 8.64 | 51.41 | 21.45 | 707.00
235108 | 7.47 | 51.40 | 23.05 | 746.00
235118 | 9.18 | 53.93 | 21.38 | 826.00
235128 | 5.75 | 54.08 | 22.09 | 921.00
235138 | 7.57 | 52.97 | 22.78 | 902.00
235148 | 9.53 | 49.84 | 20.07 | 889.00
235158 | 7.63 | 46.83 | 20.64 | 999.00
235208 | 9.36 | 49.03 | 22.86 | 987.00
235218 | 6.40 | 45.67 | 22.17 | 940.00
235228 | 4.11 | 48.64 | 21.32 | 864.00
235238 | 5.15 | 46.63 | 20.80 | 771.00
235248 | 3.32 | 47.33 | 20.54 | 784.00
235258 | 5.61 | 45.22 | 20.91 | 761.00
235308 | 3.16 | 48.33 | 22.38 | 932.00
235318 | 2.68 | 47.14 | 23.73 | 936.00
235328 | 4.12 | 54.06 | 23.91 | 815.00
235338 | 1.11 | 50.81 | 23.16 | 918.00
235348 | 1.96 | 51.53 | 21.03 | 952.00
235358 | 1.00 | 54.76 | 23.58 | 839.00
235408 | 0.75 | 53.89 | 22.43 | 878.00
235418 | 0.00 | 46.47 | 23.46 | 982.00
235428 | 1.31 | 54.90 | 22.65 | 915.00
235438 | 3.59 | 48.68 | 20.36 | 924.00
235448 | 4.49 | 53.01 | 21.80 | 880.00
235458 | 4.85 | 48.61 | 20.20 | 855.00
235508 | 2.78 | 50.20 | 23.44 | 716.00
235518 | 2.88 | 53.37 | 23.09 | 851.00
235528 | 3.54 | 52.55 | 21.41 | 713.00
235538 | 3.89 | 48.03 | 22.95 | 724.00
235548 | 4.27 | 51.74 | 21.85 | 879.00
235558 | 4.60 | 48.47 | 23.93 | 985.00
235608 | 2.42 | 45.59 | 20.73 | 886.00
235618 | 4.44 | 50.71 | 21.09 | 983.00
235628 | 5.27 | 54.64 | 20.17 | 847.00
235638 | 4.05 | 47.96 | 22.10 | 998.00
235648 | 3.11 | 48.71 | 21.89 | 842.00
235658 | 5.53 | 51.39 | 21.80 | 739.00
235708 | 2.74 | 52.31 | 23.69 | 893.00
235718 | 4.20 | 45.94 | 21.05 | 799.00
235728 | 3.89 | 50.31 | 23.46 | 722.00
235738 | 5.50 | 48.05 | 23.12 | 934.00
235748 | 5.02 | 51.51 | 20.34 | 954.00
235758 | 3.13 | 51.26 | 22.09 | 973.00
235808 | 1.70 | 49.61 | 20.83 | 817.00
235818 | 1.48 | 53.41 | 22.52 | 743.00
235828 | 0.59 | 50.37 | 21.40 | 848.00
235838 | 0.00 | 46.99 | 20.64 | 926.00
235848 | 0.00 | 54.70 | 20.78 | 755.00
235858 | 0.00 | 51.43 | 21.60 | 721.00
235908 | 0.00 | 48.16 | 20.10 | 906.00
235918 | 0.00 | 53.54 | 21.13 | 798.00
235928 | 0.81 | 52.99 | 22.19 | 822.00
235938 | 0.42 | 53.32 | 20.25 | 728.00
235948 | 1.49 | 45.56 | 22.22 | 804.00
235958 | 3.57 | 46.18 | 23.89 | 720.00
000008 | 5.35 | 54.83 | 23.44 | 792.00
000018 | 5.13 | 47.43 | 20.18 | 987.00
000028 | 5.55 | 50.63 | 23.67 | 808.00
000038 | 8.01 | 48.83 | 21.37 | 736.00
000048 | 7.92 | 49.15 | 21.76 | 865.00
000058 | 7.49 | 51.82 | 20.74 | 922.00
000108 | 5.32 | 48.91 | 23.58 | 770.00
000118 | 6.12 | 45.71 | 20.71 | 871.00
000128 | 3.05 | 50.64 | 22.45 | 933.00
000138 | 3.10 | 46.59 | 22.52 | 841.00
000148 | 1.84 | 45.57 | 22.26 | 916.00
000158 | 0.90 | 51.98 | 23.95 | 738.00
000208 | 3.08 | 49.21 | 20.80 | 821.00
000218 | 0.67 | 45.50 | 23.88 | 860.00
000228 | 2.93 | 54.01 | 23.58 | 951.00
000238 | 0.74 | 52.32 | 22.87 | 856.00
000248 | 0.22 | 45.99 | 20.88 | 724.00
000258 | 2.16 | 52.83 | 21.97 | 998.00
000308 | 0.00 | 47.75 | 22.07 | 775.00
000318 | 0.00 | 53.82 | 22.29 | 838.00
000328 | 0.00 | 54.83 | 23.95 | 746.00
000338 | 0.00 | 51.88 | 21.97 | 808.00
000348 | 0.88 | 52.14 | 21.62 | 883.00
000358 | 0.00 | 45.79 | 21.36 | 864.00
000408 | 0.45 | 54.82 | 21.14 | 906.00
000418 | 0.00 | 46.22 | 22.93 | 793.00
000428 | 0.80 | 48.05 | 21.70 | 822.00
000438 | 0.69 | 54.46 | 21.58 | 714.00
000448 | 0.00 | 46.90 | 22.07 | 721.00
000458 | 0.00 | 53.32 | 22.83 | 766.00
000508 | 0.73 | 52.33 | 21.85 | 746.00
000518 | 1.02 | 45.05 | 20.24 | 733.00
000528 | 0.00 | 47.57 | 20.69 | 711.00
000538 | 0.00 | 53.03 | 20.56 | 850.00
000548 | 0.00 | 48.87 | 20.22 | 796.00
000558 | 0.00 | 46.95 | 21.37 | 880.00
000608 | 0.00 | 53.57 | 21.42 | 985.00
000618 | 0.00 | 50.00 | 20.95 | 745.00
000628 | 0.00 | 49.50 | 21.42 | 720.00
000638 | 0.38 | 50.66 | 20.51 | 812.00
000648 | 0.00 | 53.95 | 22.29 | 845.00
000658 | 0.00 | 50.03 | 22.35 | 707.00
000708 | 0.00 | 46.49 | 22.07 | 758.00
000718 | 0.28 | 46.34 | 23.26 | 867.00
000728 | 0.03 | 50.28 | 21.71 | 870.00
000738 | 1.11 | 45.31 | 20.74 | 980.00
000748 | 0.45 | 46.61 | 21.93 | 932.00
000758 | 1.63 | 54.79 | 20.21 | 734.00
000808 | 2.69 | 51.45 | 21.73 | 766.00
000818 | 2.13 | 52.26 | 20.33 | 929.00
000828 | 1.97 | 52.56 | 22.21 | 988.00
000838 | 1.99 | 51.40 | 22.35 | 909.00
000848 | 1.77 | 46.86 | 22.51 | 748.00
000858 | 1.48 | 48.93 | 21.05 | 837.00
000908 | 0.00 | 49.04 | 20.25 | 701.00
000918 | 0.69 | 52.16 | 22.35 | 880.00
000928 | 0.00 | 50.58 | 21.17 | 846.00
000938 | 0.00 | 45.89 | 23.53 | 984.00
000948 | 2.31 | 49.17 | 23.70 | 733.00
000958 | 2.53 | 48.96 | 22.66 | 853.00
001008 | 4.02 | 49.60 | 22.69 | 844.00
001018 | 2.25 | 45.60 | 23.20 | 919.00
001028 | 3.23 | 52.20 | 23.21 | 985.00
001038 | 4.21 | 48.31 | 22.90 | 842.00
001048 | 0.82 | 51.21 | 20.87 | 876.00
001058 | 0.00 | 50.66 | 21.22 | 736.00
001108 | 0.00 | 54.67 | 20.93 | 911.00
001118 | 2.44 | 53.21 | 21.04 | 850.00
001128 | 0.79 | 48.28 | 22.14 | 990.00
001138 | 0.21 | 50.34 | 21.44 | 978.00
001148 | 1.39 | 45.46 | 23.99 | 783.00
001158 | 0.39 | 53.70 | 20.25 | 729.00
001208 | 0.00 | 46.06 | 23.68 | 846.00
001218 | 0.00 | 48.47 | 20.76 | 889.00
001228 | 1.87 | 49.79 | 22.91 | 704.00
001238 | 0.48 | 54.84 | 21.86 | 985.00
001248 | 0.00 | 51.04 | 20.54 | 712.00
001258 | 0.00 | 52.76 | 20.23 | 996.00
001308 | 1.63 | 48.41 | 23.01 | 849.00
001318 | 0.67 | 54.78 | 20.63 | 991.00
001328 | 0.00 | 50.64 | 22.93 | 717.00
001338 | 0.00 | 47.43 | 20.50 | 792.00
001348 | 0.00 | 46.06 | 23.68 | 791.00
001358 | 1.85 | 47.44 | 20.96 | 985.00
001408 | 0.00 | 52.12 | 20.58 | 884.00
001418 | 0.00 | 46.28 | 23.32 | 884.00
001428 | 2.32 | 47.61 | 21.06 | 819.00
001438 | 0.78 | 45.64 | 22.81 | 720.00
001448 | 2.39 | 50.80 | 22.01 | 764.00
001458 | 2.68 | 53.16 | 23.60 | 784.00
001508 | 0.00 | 51.16 | 20.37 | 897.00
001518 | 0.00 | 51.05 | 23.12 | 881.00
001528 | 0.00 | 50.28 | 20.05 | 776.00
001538 | 0.00 | 50.13 | 20.77 | 915.00
001548 | 0.05 | 54.86 | 21.46 | 856.00
001558 | 2.42 | 46.52 | 22.40 | 778.00
001608 | 3.14 | 52.08 | 22.52 | 859.00
001618 | 5.05 | 51.62 | 23.10 | 745.00
001628 | 7.36 | 48.33 | 23.85 | 975.00
001638 | 9.50 | 45.15 | 21.69 | 922.00
001648 | 8.52 | 48.10 | 22.58 | 898.00
001658 | 6.42 | 54.57 | 21.20 | 891.00
001708 | 6.40 | 50.05 | 22.97 | 972.00
001718 | 4.42 | 47.58 | 21.32 | 758.00
001728 | 2.18 | 47.02 | 23.09 | 718.00
001738 | 0.00 | 50.10 | 22.25 | 966.00
001748 | 0.00 | 49.26 | 20.62 | 726.00
001758 | 0.89 | 46.08 | 22.38 | 885.00
001808 | 0.00 | 54.69 | 21.26 | 811.00
001818 | 1.67 | 52.59 | 21.18 | 906.00
001828 | 0.00 | 54.67 | 22.23 | 874.00
001838 | 1.60 | 49.26 | 20.64 | 769.00
001848 | 0.00 | 49.71 | 23.77 | 833.00
001858 | 0.00 | 45.75 | 22.41 | 769.00
001908 | 0.78 | 52.63 | 20.79 | 947.00
001918 | 2.25 | 46.24 | 22.07 | 802.00
001928 | 4.28 | 47.29 | 22.86 | 950.00
001938 | 2.45 | 53.20 | 21.13 | 961.00
001948 | 1.25 | 54.03 | 21.54 | 842.00
001958 | 0.00 | 52.80 | 20.35 | 808.00
002008 | 1.20 | 48.75 | 20.11 | 869.00
002018 | 0.73 | 53.42 | 20.37 | 845.00
002028 | 0.00 | 52.90 | 20.79 | 947.00
002038 | 2.25 | 54.90 | 22.55 | 709.00
002048 | 4.47 | 49.15 | 21.01 | 783.00
002058 | 1.74 | 54.78 | 21.74 | 942.00
002108 | 3.43 | 49.35 | 22.73 | 943.00
002118 | 5.21 | 46.96 | 22.28 | 762.00
002128 | 3.79 | 52.69 | 23.95 | 790.00
002138 | 3.14 | 46.94 | 21.63 | 971.00
002148 | 0.27 | 46.34 | 21.82 | 770.00
002158 | 2.46 | 53.09 | 20.06 | 703.00
002208 | 4.40 | 54.12 | 20.03 | 712.00
002218 | 1.27 | 48.61 | 20.01 | 754.00
002228 | 1.37 | 52.61 | 20.77 | 741.00
002238 | 2.46 | 49.78 | 21.72 | 845.00
002248 | 3.35 | 54.38 | 20.79 | 743.00
002258 | 2.73 | 50.73 | 21.37 | 735.00
002308 | 2.67 | 53.87 | 22.39 | 822.00
002318 | 5.10 | 47.39 | 20.53 | 833.00
002328 | 6.43 | 50.52 | 23.74 | 772.00
002338 | 4.71 | 45.77 | 21.22 | 796.00
002348 | 2.49 | 50.48 | 20.09 | 839.00
002358 | 4.90 | 46.24 | 22.03 | 865.00
002408 | 3.53 | 53.17 | 22.98 | 919.00
002418 | 3.93 | 50.91 | 21.61 | 784.00
002428 | 5.11 | 52.89 | 20.33 | 893.00
002438 | 2.99 | 50.00 | 23.45 | 784.00
002448 | 0.75 | 49.53 | 20.89 | 996.00
002458 | 0.00 | 52.96 | 23.81 | 901.00
002508 | 0.00 | 45.11 | 21.24 | 784.00
002518 | 0.00 | 45.74 | 23.65 | 983.00
002528 | 0.00 | 46.42 | 22.56 | 872.00
002538 | 0.00 | 47.74 | 22.35 | 973.00
002548 | 0.00 | 52.55 | 20.26 | 912.00
002558 | 0.00 | 45.05 | 22.09 | 826.00
002608 | 0.00 | 45.74 | 23.73 | 857.00
002618 | 0.24 | 45.11 | 23.39 | 778.00
002628 | 0.79 | 53.14 | 22.66 | 818.00
002638 | 2.89 | 45.31 | 23.94 | 708.00
002648 | 1.75 | 54.20 | 20.83 | 858.00
002658 | 3.70 | 53.58 | 21.22 | 870.00
002708 | 5.24 | 49.54 | 20.10 | 781.00
002718 | 5.96 | 53.45 | 21.31 | 821.00
002728 | 2.75 | 50.23 | 21.10 | 981.00
002738 | 4.70 | 45.35 | 22.98 | 843.00
002748 | 2.38 | 45.78 | 23.34 | 935.00
002758 | 0.76 | 47.30 | 21.22 | 728.00
002808 | 1.40 | 53.76 | 20.71 | 924.00
002818 | 2.49 | 53.14 | 21.40 | 952.00
002828 | 0.00 | 54.09 | 22.67 | 878.00
002838 | 2.25 | 51.14 | 22.38 | 735.00
002848 | 1.58 | 48.54 | 20.75 | 823.00
002858 | 2.32 | 45.42 | 21.65 | 910.00
002908 | 3.96 | 46.11 | 21.23 | 703.00
002918 | 4.62 | 52.62 | 21.29 | 881.00
002928 | 2.95 | 52.52 | 20.81 | 767.00
002938 | 2.30 | 45.36 | 20.24 | 806.00
002948 | 1.48 | 48.11 | 23.71 | 717.00
002958 | 0.00 | 48.25 | 22.19 | 781.00
003008 | 0.51 | 49.15 | 20.25 | 729.00
003018 | 0.53 | 51.91 | 22.69 | 886.00
003028 | 0.00 | 51.75 | 22.96 | 955.00
003038 | 0.00 | 53.20 | 22.10 | 818.00
003048 | 2.43 | 51.27 | 23.34 | 743.00
003058 | 1.55 | 48.57 | 20.53 | 897.00
003108 | 1.06 | 50.08 | 20.59 | 818.00
003118 | 2.48 | 48.97 | 22.31 | 889.00
003128 | 1.75 | 49.79 | 23.07 | 727.00
003138 | 1.61 | 46.40 | 23.51 | 791.00
003148 | 0.66 | 53.78 | 21.87 | 742.00
003158 | 2.36 | 49.85 | 20.61 | 708.00
003208 | 0.31 | 51.25 | 20.75 | 888.00
003218 | 0.00 | 53.20 | 22.74 | 790.00
003228 | 1.59 | 53.83 | 23.05 | 916.00
003238 | 0.00 | 54.42 | 21.10 | 794.00
003248 | 0.00 | 51.99 | 21.36 | 737.00
003258 | 2.44 | 49.97 | 22.21 | 804.00
003308 | 4.85 | 45.23 | 21.92 | 719.00
003318 | 5.39 | 54.01 | 23.52 | 885.00
003328 | 2.12 | 51.80 | 23.25 | 882.00
003338 | 0.00 | 48.92 | 22.09 | 833.00
003348 | 2.41 | 50.69 | 20.03 | 906.00
003358 | 4.26 | 53.67 | 22.64 | 870.00
003408 | 3.72 | 46.52 | 23.88 | 972.00
003418 | 5.93 | 45.20 | 21.28 | 889.00
003428 | 4.47 | 54.89 | 22.39 | 804.00
003438 | 5.23 | 54.70 | 20.08 | 940.00
003448 | 3.90 | 47.40 | 22.08 | 972.00
003458 | 3.78 | 45.27 | 23.01 | 919.00
003508 | 2.25 | 47.11 | 22.10 | 818.00
003518 | 1.76 | 49.93 | 21.27 | 964.00
003528 | 0.60 | 54.87 | 20.71 | 782.00
003538 | 0.00 | 51.01 | 21.24 | 864.00
003548 | 0.21 | 54.95 | 23.02 | 726.00
003558 | 0.00 | 54.09 | 20.50 | 905.00
003608 | 0.00 | 45.53 | 20.71 | 945.00
003618 | 0.00 | 47.74 | 20.63 | 813.00
003628 | 0.69 | 52.37 | 23.58 | 965.00
003638 | 0.00 | 52.19 | 21.89 | 801.00
003648 | 0.00 | 54.51 | 21.09 | 857.00
003658 | 0.00 | 48.39 | 22.64 | 923.00
003708 | 1.86 | 52.98 | 22.47 | 756.00
003718 | 0.00 | 48.11 | 20.19 | 990.00
003728 | 0.00 | 49.37 | 22.79 | 892.00
003738 | 1.38 | 53.37 | 23.97 | 892.00
003748 | 1.40 | 53.34 | 21.70 | 796.00
003758 | 0.00 | 54.28 | 20.63 | 870.00
003808 | 0.00 | 48.16 | 22.09 | 901.00
003818 | 2.41 | 47.70 | 23.32 | 905.00
003828 | 3.25 | 51.90 | 23.75 | 881.00
003838 | 5.16 | 50.42 | 23.41 | 865.00
003848 | 4.35 | 51.74 | 23.09 | 722.00
003858 | 6.00 | 52.83 | 20.40 | 735.00
003908 | 7.04 | 46.02 | 23.06 | 753.00
003918 | 6.51 | 46.64 | 23.96 | 902.00
003928 | 4.87 | 49.59 | 22.50 | 830.00
003938 | 1.94 | 50.22 | 23.28 | 885.00
003948 | 0.00 | 53.57 | 21.44 | 974.00
003958 | 1.68 | 51.10 | 20.58 | 784.00
004008 | 2.91 | 49.22 | 20.26 | 819.00
004018 | 1.52 | 48.01 | 22.14 | 880.00
004028 | 0.00 | 45.72 | 20.57 | 733.00
004038 | 0.00 | 47.84 | 21.09 | 712.00
004048 | 0.98 | 51.45 | 21.47 | 763.00
004058 | 1.94 | 49.82 | 22.17 | 930.00
004108 | 3.62 | 54.29 | 22.55 | 970.00
004118 | 0.28 | 53.62 | 22.69 | 922.00
004128 | 1.05 | 47.94 | 23.47 | 937.00
004138 | 1.60 | 47.11 | 20.28 | 807.00
004148 | 0.42 | 50.69 | 21.32 | 773.00
004158 | 0.00 | 45.96 | 21.51 | 960.00
004208 | 0.00 | 52.48 | 22.44 | 810.00
004218 | 2.26 | 52.44 | 23.54 | 937.00
004228 | 1.99 | 53.21 | 21.61 | 736.00
004238 | 0.00 | 46.15 | 21.23 | 753.00
004248 | 0.00 | 54.90 | 22.06 | 793.00
004258 | 0.00 | 51.25 | 21.09 | 731.00
004308 | 0.00 | 46.07 | 22.41 | 725.00
004318 | 0.00 | 52.09 | 22.61 | 946.00
004328 | 1.24 | 54.60 | 23.96 | 874.00
004338 | 0.58 | 54.11 | 21.11 | 957.00
004348 | 0.00 | 46.77 | 23.87 | 908.00
004358 | 0.00 | 46.01 | 22.95 | 984.00
004408 | 0.00 | 51.39 | 20.02 | 781.00
004418 | 1.09 | 49.60 | 20.23 | 716.00
004428 | 2.52 | 47.80 | 21.20 | 794.00
004438 | 0.37 | 50.91 | 21.20 | 767.00
004448 | 0.00 | 52.35 | 23.68 | 720.00
004458 | 0.00 | 50.46 | 23.04 | 956.00
004508 | 0.00 | 45.15 | 23.38 | 942.00
004518 | 0.00 | 48.19 | 21.91 | 743.00
004528 | 0.36 | 47.32 | 22.52 | 745.00
004538 | 0.43 | 52.12 | 23.40 | 935.00
004548 | 0.00 | 48.67 | 23.17 | 745.00
004558 | 0.00 | 45.64 | 23.97 | 864.00
004608 | 0.00 | 49.98 | 23.31 | 978.00
004618 | 0.00 | 53.11 | 23.48 | 884.00
004628 | 0.00 | 48.93 | 23.69 | 878.00
004638 | 0.00 | 51.75 | 20.22 | 772.00
004648 | 2.22 | 48.01 | 22.33 | 763.00
004658 | 1.68 | 51.66 | 23.29 | 942.00
004708 | 0.23 | 50.82 | 23.60 | 709.00
004718 | 0.00 | 47.36 | 20.56 | 778.00
004728 | 0.00 | 53.93 | 22.84 | 988.00
004738 | 0.74 | 51.11 | 23.42 | 750.00
004748 | 0.00 | 46.86 | 21.89 | 827.00
004758 | 1.34 | 50.14 | 21.81 | 971.00
004808 | 0.23 | 47.34 | 23.30 | 828.00
004818 | 0.00 | 49.85 | 23.17 | 723.00
004828 | 0.47 | 52.08 | 20.47 | 935.00
004838 | 1.93 | 51.02 | 20.37 | 762.00
004848 | 1.01 | 50.77 | 21.67 | 893.00
004858 | 1.19 | 47.89 | 20.09 | 810.00
004908 | 2.60 | 48.03 | 21.85 | 941.00
004918 | 3.49 | 54.05 | 20.59 | 809.00
004928 | 3.65 | 53.67 | 22.71 | 847.00
004938 | 1.57 | 53.34 | 23.08 | 965.00
004948 | 0.00 | 45.48 | 20.70 | 888.00
004958 | 1.52 | 52.94 | 22.75 | 732.00
005008 | 0.22 | 53.37 | 21.13 | 754.00
005018 | 0.00 | 46.66 | 20.98 | 827.00
005028 | 0.00 | 54.27 | 23.35 | 799.00
005038 | 0.00 | 48.03 | 21.55 | 984.00
005048 | 1.18 | 47.60 | 23.79 | 982.00
005058 | 0.00 | 49.75 | 21.01 | 929.00
005108 | 0.85 | 54.03 | 23.12 | 863.00
005118 | 0.00 | 47.39 | 23.73 | 952.00
005128 | 0.00 | 50.51 | 23.82 | 931.00
005138 | 0.00 | 49.82 | 23.64 | 769.00
005148 | 0.00 | 51.05 | 22.89 | 846.00
005158 | 0.00 | 54.39 | 22.00 | 896.00
005208 | 0.00 | 52.84 | 22.18 | 904.00
005218 | 0.00 | 45.06 | 22.83 | 832.00
005228 | 0.00 | 45.53 | 22.32 | 983.00
005238 | 1.29 | 51.94 | 22.96 | 888.00
005248 | 2.22 | 47.58 | 22.49 | 851.00
005258 | 1.41 | 50.42 | 23.40 | 834.00
005308 | 0.00 | 47.80 | 22.97 | 756.00
005318 | 2.08 | 50.64 | 21.42 | 980.00
005328 | 0.00 | 54.27 | 23.43 | 824.00
005338 | 0.00 | 46.75 | 23.59 | 982.00
005348 | 0.00 | 54.20 | 22.79 | 902.00
005358 | 0.00 | 54.01 | 23.85 | 767.00
005408 | 0.00 | 48.64 | 23.73 | 869.00
005418 | 0.00 | 46.14 | 20.17 | 927.00
005428 | 1.44 | 50.89 | 23.58 | 800.00
005438 | 0.27 | 48.92 | 21.37 | 705.00
005448 | 0.00 | 49.64 | 21.59 | 951.00
005458 | 2.36 | 49.34 | 23.86 | 807.00
005508 | 0.00 | 48.95 | 21.43 | 918.00
005518 | 0.00 | 53.62 | 20.75 | 934.00
005528 | 1.53 | 52.36 | 21.16 | 888.00
005538 | 0.00 | 48.74 | 20.44 | 938.00
005548 | 0.00 | 45.09 | 22.61 | 949.00
005558 | 1.30 | 48.81 | 21.78 | 826.00
005608 | 0.00 | 53.67 | 21.88 | 866.00
005618 | 0.00 | 51.69 | 21.65 | 972.00
005628 | 1.33 | 50.15 | 21.88 | 778.00
005638 | 1.35 | 49.53 | 20.20 | 702.00
005648 | 3.28 | 47.30 | 21.57 | 893.00
005658 | 1.34 | 54.63 | 23.60 | 880.00
005708 | 0.00 | 51.91 | 21.12 | 944.00
005718 | 1.65 | 46.85 | 20.97 | 864.00
005728 | 2.80 | 46.30 | 23.43 | 710.00
005738 | 2.54 | 47.81 | 21.68 | 785.00
005748 | 1.88 | 49.69 | 20.80 | 929.00
005758 | 0.00 | 48.80 | 23.94 | 909.00
005808 | 0.00 | 54.00 | 20.55 | 808.00
005818 | 0.58 | 54.43 | 22.74 | 895.00
005828 | 0.00 | 45.54 | 21.99 | 710.00
005838 | 0.00 | 49.22 | 23.92 | 835.00
005848 | 1.60 | 48.74 | 23.13 | 750.00
005858 | 3.80 | 45.30 | 20.57 | 832.00
005908 | 2.40 | 51.15 | 23.45 | 839.00
005918 | 2.44 | 52.11 | 22.65 | 958.00
005928 | 0.82 | 54.17 | 21.07 | 796.00
005938 | 0.00 | 52.12 | 23.16 | 929.00
005948 | 0.00 | 49.74 | 23.94 | 888.00
005958 | 0.00 | 45.93 | 20.06 | 762.00
010008 | 0.00 | 53.97 | 22.64 | 743.00
010018 | 1.39 | 48.42 | 23.54 | 788.00
010028 | 0.00 | 49.91 | 22.78 | 801.00
010038 | 0.00 | 49.71 | 22.44 | 991.00
010048 | 0.00 | 49.68 | 21.62 | 751.00
010058 | 2.18 | 46.70 | 22.50 | 851.00
010108 | 1.32 | 51.60 | 21.57 | 928.00
010118 | 0.05 | 47.81 | 21.02 | 841.00
010128 | 0.00 | 50.48 | 21.48 | 927.00
010138 | 1.84 | 54.81 | 21.42 | 998.00
010148 | 3.56 | 45.06 | 21.34 | 793.00
010158 | 5.31 | 45.37 | 22.77 | 716.00
010208 | 4.46 | 46.51 | 21.30 | 852.00
